"as_of","target","target_end_date","location","horizon","output_type","output_type_id","oracle_value"
2025-09-24,"wk flu hosp rate change",2025-05-24,"54",0,"pmf","large_increase",0
2025-09-24,"wk flu hosp rate change",2025-05-24,"54",0,"pmf","stable",1
2025-09-24,"wk flu hosp rate change",2025-05-24,"54",1,"pmf","decrease",0
2025-09-24,"wk flu hosp rate change",2025-05-24,"54",1,"pmf","increase",0
2025-09-24,"wk flu hosp rate change",2025-05-24,"54",1,"pmf","large_decrease",0
2025-09-24,"wk flu hosp rate change",2025-05-24,"54",1,"pmf","large_increase",0
2025-09-24,"wk flu hosp rate change",2025-05-24,"54",1,"pmf","stable",1
2025-09-24,"wk flu hosp rate change",2025-05-24,"54",2,"pmf","decrease",0
2025-09-24,"wk flu hosp rate change",2025-05-24,"54",2,"pmf","increase",0
2025-09-24,"wk flu hosp rate change",2025-05-24,"54",2,"pmf","large_decrease",0
2025-09-24,"wk flu hosp rate change",2025-05-24,"54",2,"pmf","large_increase",0
2025-09-24,"wk flu hosp rate change",2025-05-24,"54",2,"pmf","stable",1
2025-09-24,"wk flu hosp rate change",2025-05-24,"54",3,"pmf","decrease",0
2025-09-24,"wk flu hosp rate change",2025-05-24,"54",3,"pmf","increase",0
2025-09-24,"wk flu hosp rate change",2025-05-24,"54",3,"pmf","large_decrease",0
2025-09-24,"wk flu hosp rate change",2025-05-24,"54",3,"pmf","large_increase",0
2025-09-24,"wk flu hosp rate change",2025-05-24,"54",3,"pmf","stable",1
2025-09-24,"wk flu hosp rate change",2025-05-24,"55",0,"pmf","decrease",0
2025-09-24,"wk flu hosp rate change",2025-05-24,"55",0,"pmf","increase",0
2025-09-24,"wk flu hosp rate change",2025-05-24,"55",0,"pmf","large_decrease",0
2025-09-24,"wk flu hosp rate change",2025-05-24,"55",0,"pmf","large_increase",0
2025-09-24,"wk flu hosp rate change",2025-05-24,"55",0,"pmf","stable",1
2025-09-24,"wk flu hosp rate change",2025-05-24,"55",1,"pmf","decrease",0
2025-09-24,"wk flu hosp rate change",2025-05-24,"55",1,"pmf","increase",0
2025-09-24,"wk flu hosp rate change",2025-05-24,"55",1,"pmf","large_decrease",0
2025-09-24,"wk flu hosp rate change",2025-05-24,"55",1,"pmf","large_increase",0
2025-09-24,"wk flu hosp rate change",2025-05-24,"55",1,"pmf","stable",1
2025-09-24,"wk flu hosp rate change",2025-05-24,"55",2,"pmf","decrease",0
2025-09-24,"wk flu hosp rate change",2025-05-24,"55",2,"pmf","increase",0
2025-09-24,"wk flu hosp rate change",2025-05-24,"55",2,"pmf","large_decrease",0
2025-09-24,"wk flu hosp rate change",2025-05-24,"55",2,"pmf","large_increase",0
2025-09-24,"wk flu hosp rate change",2025-05-24,"55",2,"pmf","stable",1
2025-09-24,"wk flu hosp rate change",2025-05-24,"55",3,"pmf","decrease",0
2025-09-24,"wk flu hosp rate change",2025-05-24,"55",3,"pmf","increase",0
2025-09-24,"wk flu hosp rate change",2025-05-24,"55",3,"pmf","large_decrease",0
2025-09-24,"wk flu hosp rate change",2025-05-24,"55",3,"pmf","large_increase",0
2025-09-24,"wk flu hosp rate change",2025-05-24,"55",3,"pmf","stable",1
2025-09-24,"wk flu hosp rate change",2025-05-24,"56",0,"pmf","decrease",0
2025-09-24,"wk flu hosp rate change",2025-05-24,"56",0,"pmf","increase",0
2025-09-24,"wk flu hosp rate change",2025-05-24,"56",0,"pmf","large_decrease",0
2025-09-24,"wk flu hosp rate change",2025-05-24,"56",0,"pmf","large_increase",0
2025-09-24,"wk flu hosp rate change",2025-05-24,"56",0,"pmf","stable",1
2025-09-24,"wk flu hosp rate change",2025-05-24,"56",1,"pmf","decrease",0
2025-09-24,"wk flu hosp rate change",2025-05-24,"56",1,"pmf","increase",0
2025-09-24,"wk flu hosp rate change",2025-05-24,"56",1,"pmf","large_decrease",0
2025-09-24,"wk flu hosp rate change",2025-05-24,"56",1,"pmf","large_increase",0
2025-09-24,"wk flu hosp rate change",2025-05-24,"56",1,"pmf","stable",1
2025-09-24,"wk flu hosp rate change",2025-05-24,"56",2,"pmf","decrease",0
2025-09-24,"wk flu hosp rate change",2025-05-24,"56",2,"pmf","increase",0
2025-09-24,"wk flu hosp rate change",2025-05-24,"56",2,"pmf","large_decrease",0
2025-09-24,"wk flu hosp rate change",2025-05-24,"56",2,"pmf","large_increase",0
2025-09-24,"wk flu hosp rate change",2025-05-24,"56",2,"pmf","stable",1
2025-09-24,"wk flu hosp rate change",2025-05-24,"56",3,"pmf","decrease",0
2025-09-24,"wk flu hosp rate change",2025-05-24,"56",3,"pmf","increase",0
2025-09-24,"wk flu hosp rate change",2025-05-24,"56",3,"pmf","large_decrease",0
2025-09-24,"wk flu hosp rate change",2025-05-24,"56",3,"pmf","large_increase",0
2025-09-24,"wk flu hosp rate change",2025-05-24,"56",3,"pmf","stable",1
2025-09-24,"wk flu hosp rate change",2025-05-24,"72",0,"pmf","decrease",1
2025-09-24,"wk flu hosp rate change",2025-05-24,"72",0,"pmf","increase",0
2025-09-24,"wk flu hosp rate change",2025-05-24,"72",0,"pmf","large_decrease",0
2025-09-24,"wk flu hosp rate change",2025-05-24,"72",0,"pmf","large_increase",0
2025-09-24,"wk flu hosp rate change",2025-05-24,"72",0,"pmf","stable",0
2025-09-24,"wk flu hosp rate change",2025-05-24,"72",1,"pmf","decrease",1
2025-09-24,"wk flu hosp rate change",2025-05-24,"72",1,"pmf","increase",0
2025-09-24,"wk flu hosp rate change",2025-05-24,"72",1,"pmf","large_decrease",0
2025-09-24,"wk flu hosp rate change",2025-05-24,"72",1,"pmf","large_increase",0
2025-09-24,"wk flu hosp rate change",2025-05-24,"72",1,"pmf","stable",0
2025-09-24,"wk flu hosp rate change",2025-05-24,"72",2,"pmf","decrease",0
2025-09-24,"wk flu hosp rate change",2025-05-24,"72",2,"pmf","increase",1
2025-09-24,"wk flu hosp rate change",2025-05-24,"72",2,"pmf","large_decrease",0
2025-09-24,"wk flu hosp rate change",2025-05-24,"72",2,"pmf","large_increase",0
2025-09-24,"wk flu hosp rate change",2025-05-24,"72",2,"pmf","stable",0
2025-09-24,"wk flu hosp rate change",2025-05-24,"72",3,"pmf","decrease",0
2025-09-24,"wk flu hosp rate change",2025-05-24,"72",3,"pmf","increase",0
2025-09-24,"wk flu hosp rate change",2025-05-24,"72",3,"pmf","large_decrease",0
2025-09-24,"wk flu hosp rate change",2025-05-24,"72",3,"pmf","large_increase",0
2025-09-24,"wk flu hosp rate change",2025-05-24,"72",3,"pmf","stable",1
2025-09-24,"wk flu hosp rate change",2025-05-24,"US",0,"pmf","decrease",0
2025-09-24,"wk flu hosp rate change",2025-05-24,"US",0,"pmf","increase",0
2025-09-24,"wk flu hosp rate change",2025-05-24,"US",0,"pmf","large_decrease",0
2025-09-24,"wk flu hosp rate change",2025-05-24,"US",0,"pmf","large_increase",0
2025-09-24,"wk flu hosp rate change",2025-05-24,"US",0,"pmf","stable",1
2025-09-24,"wk flu hosp rate change",2025-05-24,"US",1,"pmf","decrease",0
2025-09-24,"wk flu hosp rate change",2025-05-24,"US",1,"pmf","increase",0
2025-09-24,"wk flu hosp rate change",2025-05-24,"US",1,"pmf","large_decrease",0
2025-09-24,"wk flu hosp rate change",2025-05-24,"US",1,"pmf","large_increase",0
2025-09-24,"wk flu hosp rate change",2025-05-24,"US",1,"pmf","stable",1
2025-09-24,"wk flu hosp rate change",2025-05-24,"US",2,"pmf","decrease",0
2025-09-24,"wk flu hosp rate change",2025-05-24,"US",2,"pmf","increase",0
2025-09-24,"wk flu hosp rate change",2025-05-24,"US",2,"pmf","large_decrease",0
2025-09-24,"wk flu hosp rate change",2025-05-24,"US",2,"pmf","large_increase",0
2025-09-24,"wk flu hosp rate change",2025-05-24,"US",2,"pmf","stable",1
2025-09-24,"wk flu hosp rate change",2025-05-24,"US",3,"pmf","decrease",0
2025-09-24,"wk flu hosp rate change",2025-05-24,"US",3,"pmf","increase",0
2025-09-24,"wk flu hosp rate change",2025-05-24,"US",3,"pmf","large_decrease",0
2025-09-24,"wk flu hosp rate change",2025-05-24,"US",3,"pmf","large_increase",0
2025-09-24,"wk flu hosp rate change",2025-05-24,"US",3,"pmf","stable",1
2025-09-24,"wk flu hosp rate change",2025-05-31,"01",0,"pmf","decrease",1
2025-09-24,"wk flu hosp rate change",2025-05-31,"01",0,"pmf","increase",0
2025-09-24,"wk flu hosp rate change",2025-05-31,"01",0,"pmf","large_decrease",0
2025-09-24,"wk flu hosp rate change",2025-05-31,"01",0,"pmf","large_increase",0
2025-09-24,"wk flu hosp rate change",2025-05-31,"01",0,"pmf","stable",0
2025-09-24,"wk flu hosp rate change",2025-05-31,"01",1,"pmf","decrease",1
2025-09-24,"wk flu hosp rate change",2025-05-31,"01",1,"pmf","increase",0
2025-09-24,"wk flu hosp rate change",2025-05-31,"01",1,"pmf","large_decrease",0
2025-09-24,"wk flu hosp rate change",2025-05-31,"01",1,"pmf","large_increase",0
2025-09-24,"wk flu hosp rate change",2025-05-31,"01",1,"pmf","stable",0
2025-09-24,"wk flu hosp rate change",2025-05-31,"01",2,"pmf","decrease",0
2025-09-24,"wk flu hosp rate change",2025-05-31,"01",2,"pmf","increase",0
2025-09-24,"wk flu hosp rate change",2025-05-31,"01",2,"pmf","large_decrease",0
2025-09-24,"wk flu hosp rate change",2025-05-31,"01",2,"pmf","large_increase",0
2025-09-24,"wk flu hosp rate change",2025-05-31,"01",2,"pmf","stable",1
2025-09-24,"wk flu hosp rate change",2025-05-31,"01",3,"pmf","decrease",0
2025-09-24,"wk flu hosp rate change",2025-05-31,"01",3,"pmf","increase",0
2025-09-24,"wk flu hosp rate change",2025-05-31,"01",3,"pmf","large_decrease",0
2025-09-24,"wk flu hosp rate change",2025-05-31,"01",3,"pmf","large_increase",0
2025-09-24,"wk flu hosp rate change",2025-05-31,"01",3,"pmf","stable",1
2025-09-24,"wk flu hosp rate change",2025-05-31,"02",0,"pmf","decrease",0
2025-09-24,"wk flu hosp rate change",2025-05-31,"02",0,"pmf","increase",0
2025-09-24,"wk flu hosp rate change",2025-05-31,"02",0,"pmf","large_decrease",0
2025-09-24,"wk flu hosp rate change",2025-05-31,"02",0,"pmf","large_increase",0
2025-09-24,"wk flu hosp rate change",2025-05-31,"02",0,"pmf","stable",1
2025-09-24,"wk flu hosp rate change",2025-05-31,"02",1,"pmf","decrease",0
2025-09-24,"wk flu hosp rate change",2025-05-31,"02",1,"pmf","increase",0
2025-09-24,"wk flu hosp rate change",2025-05-31,"02",1,"pmf","large_decrease",0
2025-09-24,"wk flu hosp rate change",2025-05-31,"02",1,"pmf","large_increase",0
2025-09-24,"wk flu hosp rate change",2025-05-31,"02",1,"pmf","stable",1
2025-09-24,"wk flu hosp rate change",2025-05-31,"02",2,"pmf","decrease",0
2025-09-24,"wk flu hosp rate change",2025-05-31,"02",2,"pmf","increase",0
2025-09-24,"wk flu hosp rate change",2025-05-31,"02",2,"pmf","large_decrease",0
2025-09-24,"wk flu hosp rate change",2025-05-31,"02",2,"pmf","large_increase",0
2025-09-24,"wk flu hosp rate change",2025-05-31,"02",2,"pmf","stable",1
2025-09-24,"wk flu hosp rate change",2025-05-31,"02",3,"pmf","decrease",0
2025-09-24,"wk flu hosp rate change",2025-05-31,"02",3,"pmf","increase",0
2025-09-24,"wk flu hosp rate change",2025-05-31,"02",3,"pmf","large_decrease",0
2025-09-24,"wk flu hosp rate change",2025-05-31,"02",3,"pmf","large_increase",0
2025-09-24,"wk flu hosp rate change",2025-05-31,"02",3,"pmf","stable",1
2025-09-24,"wk flu hosp rate change",2025-05-31,"04",0,"pmf","decrease",0
2025-09-24,"wk flu hosp rate change",2025-05-31,"04",0,"pmf","increase",0
2025-09-24,"wk flu hosp rate change",2025-05-31,"04",0,"pmf","large_decrease",0
2025-09-24,"wk flu hosp rate change",2025-05-31,"04",0,"pmf","large_increase",0
2025-09-24,"wk flu hosp rate change",2025-05-31,"04",0,"pmf","stable",1
2025-09-24,"wk flu hosp rate change",2025-05-31,"04",1,"pmf","decrease",0
2025-09-24,"wk flu hosp rate change",2025-05-31,"04",1,"pmf","increase",0
2025-09-24,"wk flu hosp rate change",2025-05-31,"04",1,"pmf","large_decrease",0
2025-09-24,"wk flu hosp rate change",2025-05-31,"04",1,"pmf","large_increase",0
2025-09-24,"wk flu hosp rate change",2025-05-31,"04",1,"pmf","stable",1
2025-09-24,"wk flu hosp rate change",2025-05-31,"04",2,"pmf","decrease",0
2025-09-24,"wk flu hosp rate change",2025-05-31,"04",2,"pmf","increase",0
2025-09-24,"wk flu hosp rate change",2025-05-31,"04",2,"pmf","large_decrease",0
2025-09-24,"wk flu hosp rate change",2025-05-31,"04",2,"pmf","large_increase",0
2025-09-24,"wk flu hosp rate change",2025-05-31,"04",2,"pmf","stable",1
2025-09-24,"wk flu hosp rate change",2025-05-31,"04",3,"pmf","decrease",0
2025-09-24,"wk flu hosp rate change",2025-05-31,"04",3,"pmf","increase",0
2025-09-24,"wk flu hosp rate change",2025-05-31,"04",3,"pmf","large_decrease",0
2025-09-24,"wk flu hosp rate change",2025-05-31,"04",3,"pmf","large_increase",0
2025-09-24,"wk flu hosp rate change",2025-05-31,"04",3,"pmf","stable",1
2025-09-24,"wk flu hosp rate change",2025-05-31,"05",0,"pmf","decrease",0
2025-09-24,"wk flu hosp rate change",2025-05-31,"05",0,"pmf","increase",0
2025-09-24,"wk flu hosp rate change",2025-05-31,"05",0,"pmf","large_decrease",0
2025-09-24,"wk flu hosp rate change",2025-05-31,"05",0,"pmf","large_increase",0
2025-09-24,"wk flu hosp rate change",2025-05-31,"05",0,"pmf","stable",1
2025-09-24,"wk flu hosp rate change",2025-05-31,"05",1,"pmf","decrease",0
2025-09-24,"wk flu hosp rate change",2025-05-31,"05",1,"pmf","increase",0
2025-09-24,"wk flu hosp rate change",2025-05-31,"05",1,"pmf","large_decrease",0
2025-09-24,"wk flu hosp rate change",2025-05-31,"05",1,"pmf","large_increase",0
2025-09-24,"wk flu hosp rate change",2025-05-31,"05",1,"pmf","stable",1
2025-09-24,"wk flu hosp rate change",2025-05-31,"05",2,"pmf","decrease",0
2025-09-24,"wk flu hosp rate change",2025-05-31,"05",2,"pmf","increase",0
2025-09-24,"wk flu hosp rate change",2025-05-31,"05",2,"pmf","large_decrease",0
2025-09-24,"wk flu hosp rate change",2025-05-31,"05",2,"pmf","large_increase",0
2025-09-24,"wk flu hosp rate change",2025-05-31,"05",2,"pmf","stable",1
2025-09-24,"wk flu hosp rate change",2025-05-31,"05",3,"pmf","decrease",0
2025-09-24,"wk flu hosp rate change",2025-05-31,"05",3,"pmf","increase",0
2025-09-24,"wk flu hosp rate change",2025-05-31,"05",3,"pmf","large_decrease",0
2025-09-24,"wk flu hosp rate change",2025-05-31,"05",3,"pmf","large_increase",0
2025-09-24,"wk flu hosp rate change",2025-05-31,"05",3,"pmf","stable",1
2025-09-24,"wk flu hosp rate change",2025-05-31,"06",0,"pmf","decrease",0
2025-09-24,"wk flu hosp rate change",2025-05-31,"06",0,"pmf","increase",0
2025-09-24,"wk flu hosp rate change",2025-05-31,"06",0,"pmf","large_decrease",0
2025-09-24,"wk flu hosp rate change",2025-05-31,"06",0,"pmf","large_increase",0
2025-09-24,"wk flu hosp rate change",2025-05-31,"06",0,"pmf","stable",1
2025-09-24,"wk flu hosp rate change",2025-05-31,"06",1,"pmf","decrease",0
2025-09-24,"wk flu hosp rate change",2025-05-31,"06",1,"pmf","increase",0
2025-09-24,"wk flu hosp rate change",2025-05-31,"06",1,"pmf","large_decrease",0
2025-09-24,"wk flu hosp rate change",2025-05-31,"06",1,"pmf","large_increase",0
2025-09-24,"wk flu hosp rate change",2025-05-31,"06",1,"pmf","stable",1
2025-09-24,"wk flu hosp rate change",2025-05-31,"06",2,"pmf","decrease",0
2025-09-24,"wk flu hosp rate change",2025-05-31,"06",2,"pmf","increase",0
2025-09-24,"wk flu hosp rate change",2025-05-31,"06",2,"pmf","large_decrease",0
2025-09-24,"wk flu hosp rate change",2025-05-31,"06",2,"pmf","large_increase",0
2025-09-24,"wk flu hosp rate change",2025-05-31,"06",2,"pmf","stable",1
2025-09-24,"wk flu hosp rate change",2025-05-31,"06",3,"pmf","decrease",0
2025-09-24,"wk flu hosp rate change",2025-05-31,"06",3,"pmf","increase",0
2025-09-24,"wk flu hosp rate change",2025-05-31,"06",3,"pmf","large_decrease",0
2025-09-24,"wk flu hosp rate change",2025-05-31,"06",3,"pmf","large_increase",0
2025-09-24,"wk flu hosp rate change",2025-05-31,"06",3,"pmf","stable",1
2025-09-24,"wk flu hosp rate change",2025-05-31,"08",0,"pmf","decrease",0
2025-09-24,"wk flu hosp rate change",2025-05-31,"08",0,"pmf","increase",0
2025-09-24,"wk flu hosp rate change",2025-05-31,"08",0,"pmf","large_decrease",0
2025-09-24,"wk flu hosp rate change",2025-05-31,"08",0,"pmf","large_increase",0
2025-09-24,"wk flu hosp rate change",2025-05-31,"08",0,"pmf","stable",1
2025-09-24,"wk flu hosp rate change",2025-05-31,"08",1,"pmf","decrease",0
2025-09-24,"wk flu hosp rate change",2025-05-31,"08",1,"pmf","increase",0
2025-09-24,"wk flu hosp rate change",2025-05-31,"08",1,"pmf","large_decrease",0
2025-09-24,"wk flu hosp rate change",2025-05-31,"08",1,"pmf","large_increase",0
2025-09-24,"wk flu hosp rate change",2025-05-31,"08",1,"pmf","stable",1
2025-09-24,"wk flu hosp rate change",2025-05-31,"08",2,"pmf","decrease",0
2025-09-24,"wk flu hosp rate change",2025-05-31,"08",2,"pmf","increase",0
2025-09-24,"wk flu hosp rate change",2025-05-31,"08",2,"pmf","large_decrease",0
2025-09-24,"wk flu hosp rate change",2025-05-31,"08",2,"pmf","large_increase",0
2025-09-24,"wk flu hosp rate change",2025-05-31,"08",2,"pmf","stable",1
2025-09-24,"wk flu hosp rate change",2025-05-31,"08",3,"pmf","decrease",0
2025-09-24,"wk flu hosp rate change",2025-05-31,"08",3,"pmf","increase",0
2025-09-24,"wk flu hosp rate change",2025-05-31,"08",3,"pmf","large_decrease",0
2025-09-24,"wk flu hosp rate change",2025-05-31,"08",3,"pmf","large_increase",0
2025-09-24,"wk flu hosp rate change",2025-05-31,"08",3,"pmf","stable",1
2025-09-24,"wk flu hosp rate change",2025-05-31,"09",0,"pmf","decrease",0
2025-09-24,"wk flu hosp rate change",2025-05-31,"09",0,"pmf","increase",0
2025-09-24,"wk flu hosp rate change",2025-05-31,"09",0,"pmf","large_decrease",0
2025-09-24,"wk flu hosp rate change",2025-05-31,"09",0,"pmf","large_increase",0
2025-09-24,"wk flu hosp rate change",2025-05-31,"09",0,"pmf","stable",1
2025-09-24,"wk flu hosp rate change",2025-05-31,"09",1,"pmf","decrease",0
2025-09-24,"wk flu hosp rate change",2025-05-31,"09",1,"pmf","increase",0
2025-09-24,"wk flu hosp rate change",2025-05-31,"09",1,"pmf","large_decrease",0
2025-09-24,"wk flu hosp rate change",2025-05-31,"09",1,"pmf","large_increase",0
2025-09-24,"wk flu hosp rate change",2025-05-31,"09",1,"pmf","stable",1
2025-09-24,"wk flu hosp rate change",2025-05-31,"09",2,"pmf","decrease",0
2025-09-24,"wk flu hosp rate change",2025-05-31,"09",2,"pmf","increase",0
2025-09-24,"wk flu hosp rate change",2025-05-31,"09",2,"pmf","large_decrease",0
2025-09-24,"wk flu hosp rate change",2025-05-31,"09",2,"pmf","large_increase",0
2025-09-24,"wk flu hosp rate change",2025-05-31,"09",2,"pmf","stable",1
2025-09-24,"wk flu hosp rate change",2025-05-31,"09",3,"pmf","decrease",0
2025-09-24,"wk flu hosp rate change",2025-05-31,"09",3,"pmf","increase",0
2025-09-24,"wk flu hosp rate change",2025-05-31,"09",3,"pmf","large_decrease",0
2025-09-24,"wk flu hosp rate change",2025-05-31,"09",3,"pmf","large_increase",0
2025-09-24,"wk flu hosp rate change",2025-05-31,"09",3,"pmf","stable",1
2025-09-24,"wk flu hosp rate change",2025-05-31,"10",0,"pmf","decrease",0
2025-09-24,"wk flu hosp rate change",2025-05-31,"10",0,"pmf","increase",0
2025-09-24,"wk flu hosp rate change",2025-05-31,"10",0,"pmf","large_decrease",0
2025-09-24,"wk flu hosp rate change",2025-05-31,"10",0,"pmf","large_increase",0
2025-09-24,"wk flu hosp rate change",2025-05-31,"10",0,"pmf","stable",1
2025-09-24,"wk flu hosp rate change",2025-05-31,"10",1,"pmf","decrease",0
2025-09-24,"wk flu hosp rate change",2025-05-31,"10",1,"pmf","increase",0
2025-09-24,"wk flu hosp rate change",2025-05-31,"10",1,"pmf","large_decrease",0
2025-09-24,"wk flu hosp rate change",2025-05-31,"10",1,"pmf","large_increase",0
2025-09-24,"wk flu hosp rate change",2025-05-31,"10",1,"pmf","stable",1
2025-09-24,"wk flu hosp rate change",2025-05-31,"10",2,"pmf","decrease",0
2025-09-24,"wk flu hosp rate change",2025-05-31,"10",2,"pmf","increase",0
2025-09-24,"wk flu hosp rate change",2025-05-31,"10",2,"pmf","large_decrease",0
2025-09-24,"wk flu hosp rate change",2025-05-31,"10",2,"pmf","large_increase",0
2025-09-24,"wk flu hosp rate change",2025-05-31,"10",2,"pmf","stable",1
2025-09-24,"wk flu hosp rate change",2025-05-31,"10",3,"pmf","decrease",0
2025-09-24,"wk flu hosp rate change",2025-05-31,"10",3,"pmf","increase",0
2025-09-24,"wk flu hosp rate change",2025-05-31,"10",3,"pmf","large_decrease",0
2025-09-24,"wk flu hosp rate change",2025-05-31,"10",3,"pmf","large_increase",0
2025-09-24,"wk flu hosp rate change",2025-05-31,"10",3,"pmf","stable",1
2025-09-24,"wk flu hosp rate change",2025-05-31,"11",0,"pmf","decrease",0
2025-09-24,"wk flu hosp rate change",2025-05-31,"11",0,"pmf","increase",0
2025-09-24,"wk flu hosp rate change",2025-05-31,"11",0,"pmf","large_decrease",0
2025-09-24,"wk flu hosp rate change",2025-05-31,"11",0,"pmf","large_increase",0
2025-09-24,"wk flu hosp rate change",2025-05-31,"11",0,"pmf","stable",1
2025-09-24,"wk flu hosp rate change",2025-05-31,"11",1,"pmf","decrease",0
2025-09-24,"wk flu hosp rate change",2025-05-31,"11",1,"pmf","increase",0
2025-09-24,"wk flu hosp rate change",2025-05-31,"11",1,"pmf","large_decrease",0
2025-09-24,"wk flu hosp rate change",2025-05-31,"11",1,"pmf","large_increase",0
2025-09-24,"wk flu hosp rate change",2025-05-31,"11",1,"pmf","stable",1
2025-09-24,"wk flu hosp rate change",2025-05-31,"11",2,"pmf","decrease",0
2025-09-24,"wk flu hosp rate change",2025-05-31,"11",2,"pmf","increase",0
2025-09-24,"wk flu hosp rate change",2025-05-31,"11",2,"pmf","large_decrease",0
2025-09-24,"wk flu hosp rate change",2025-05-31,"11",2,"pmf","large_increase",0
2025-09-24,"wk flu hosp rate change",2025-05-31,"11",2,"pmf","stable",1
2025-09-24,"wk flu hosp rate change",2025-05-31,"11",3,"pmf","decrease",0
2025-09-24,"wk flu hosp rate change",2025-05-31,"11",3,"pmf","increase",0
2025-09-24,"wk flu hosp rate change",2025-05-31,"11",3,"pmf","large_decrease",0
2025-09-24,"wk flu hosp rate change",2025-05-31,"11",3,"pmf","large_increase",0
2025-09-24,"wk flu hosp rate change",2025-05-31,"11",3,"pmf","stable",1
2025-09-24,"wk flu hosp rate change",2025-05-31,"12",0,"pmf","decrease",0
2025-09-24,"wk flu hosp rate change",2025-05-31,"12",0,"pmf","increase",0
2025-09-24,"wk flu hosp rate change",2025-05-31,"12",0,"pmf","large_decrease",0
2025-09-24,"wk flu hosp rate change",2025-05-31,"12",0,"pmf","large_increase",0
2025-09-24,"wk flu hosp rate change",2025-05-31,"12",0,"pmf","stable",1
2025-09-24,"wk flu hosp rate change",2025-05-31,"12",1,"pmf","decrease",0
2025-09-24,"wk flu hosp rate change",2025-05-31,"12",1,"pmf","increase",0
2025-09-24,"wk flu hosp rate change",2025-05-31,"12",1,"pmf","large_decrease",0
2025-09-24,"wk flu hosp rate change",2025-05-31,"12",1,"pmf","large_increase",0
2025-09-24,"wk flu hosp rate change",2025-05-31,"12",1,"pmf","stable",1
2025-09-24,"wk flu hosp rate change",2025-05-31,"12",2,"pmf","decrease",0
2025-09-24,"wk flu hosp rate change",2025-05-31,"12",2,"pmf","increase",0
2025-09-24,"wk flu hosp rate change",2025-05-31,"12",2,"pmf","large_decrease",0
2025-09-24,"wk flu hosp rate change",2025-05-31,"12",2,"pmf","large_increase",0
2025-09-24,"wk flu hosp rate change",2025-05-31,"12",2,"pmf","stable",1
2025-09-24,"wk flu hosp rate change",2025-05-31,"12",3,"pmf","decrease",0
2025-09-24,"wk flu hosp rate change",2025-05-31,"12",3,"pmf","increase",0
2025-09-24,"wk flu hosp rate change",2025-05-31,"12",3,"pmf","large_decrease",0
2025-09-24,"wk flu hosp rate change",2025-05-31,"12",3,"pmf","large_increase",0
2025-09-24,"wk flu hosp rate change",2025-05-31,"12",3,"pmf","stable",1
2025-09-24,"wk flu hosp rate change",2025-05-31,"13",0,"pmf","decrease",0
2025-09-24,"wk flu hosp rate change",2025-05-31,"13",0,"pmf","increase",0
2025-09-24,"wk flu hosp rate change",2025-05-31,"13",0,"pmf","large_decrease",0
2025-09-24,"wk flu hosp rate change",2025-05-31,"13",0,"pmf","large_increase",0
2025-09-24,"wk flu hosp rate change",2025-05-31,"13",0,"pmf","stable",1
2025-09-24,"wk flu hosp rate change",2025-05-31,"13",1,"pmf","decrease",0
2025-09-24,"wk flu hosp rate change",2025-05-31,"13",1,"pmf","increase",0
2025-09-24,"wk flu hosp rate change",2025-05-31,"13",1,"pmf","large_decrease",0
2025-09-24,"wk flu hosp rate change",2025-05-31,"13",1,"pmf","large_increase",0
2025-09-24,"wk flu hosp rate change",2025-05-31,"13",1,"pmf","stable",1
2025-09-24,"wk flu hosp rate change",2025-05-31,"13",2,"pmf","decrease",0
2025-09-24,"wk flu hosp rate change",2025-05-31,"13",2,"pmf","increase",0
2025-09-24,"wk flu hosp rate change",2025-05-31,"13",2,"pmf","large_decrease",0
2025-09-24,"wk flu hosp rate change",2025-05-31,"13",2,"pmf","large_increase",0
2025-09-24,"wk flu hosp rate change",2025-05-31,"13",2,"pmf","stable",1
2025-09-24,"wk flu hosp rate change",2025-05-31,"13",3,"pmf","decrease",0
2025-09-24,"wk flu hosp rate change",2025-05-31,"13",3,"pmf","increase",0
2025-09-24,"wk flu hosp rate change",2025-05-31,"13",3,"pmf","large_decrease",0
2025-09-24,"wk flu hosp rate change",2025-05-31,"13",3,"pmf","large_increase",0
2025-09-24,"wk flu hosp rate change",2025-05-31,"13",3,"pmf","stable",1
2025-09-24,"wk flu hosp rate change",2025-05-31,"15",0,"pmf","decrease",0
2025-09-24,"wk flu hosp rate change",2025-05-31,"15",0,"pmf","increase",0
2025-09-24,"wk flu hosp rate change",2025-05-31,"15",0,"pmf","large_decrease",0
2025-09-24,"wk flu hosp rate change",2025-05-31,"15",0,"pmf","large_increase",0
2025-09-24,"wk flu hosp rate change",2025-05-31,"15",0,"pmf","stable",1
2025-09-24,"wk flu hosp rate change",2025-05-31,"15",1,"pmf","decrease",0
2025-09-24,"wk flu hosp rate change",2025-05-31,"15",1,"pmf","increase",0
2025-09-24,"wk flu hosp rate change",2025-05-31,"15",1,"pmf","large_decrease",0
2025-09-24,"wk flu hosp rate change",2025-05-31,"15",1,"pmf","large_increase",0
2025-09-24,"wk flu hosp rate change",2025-05-31,"15",1,"pmf","stable",1
2025-09-24,"wk flu hosp rate change",2025-05-31,"15",2,"pmf","decrease",1
2025-09-24,"wk flu hosp rate change",2025-05-31,"15",2,"pmf","increase",0
2025-09-24,"wk flu hosp rate change",2025-05-31,"15",2,"pmf","large_decrease",0
